TLsymbol,IBSymbol,IBLocalSymbol,Currency,Exchange,Account,Multipler,Expiry,SecurityType,outsideRTH,transmit,tif,right,Strike,ContractId
ZN,ZN,,USD,ECBOT,,1000,201312,FUT,1,1,,,,113866573
